Order_ID,Order_Date,Branch,Customer_ID,Customer_Name,Gender,City,Product_Category,Product_Name,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Method,Salesperson,Rating
ORD10389,22/10/2025,Wapda Town,C1496,Hassan Iqbal,Female,Lahore,Electronics,Power Bank,Xiaomi,4,4500,15,15300,14400,900,Easypaisa,Ahmed,4.2
ORD10390,13/05/2025,DHA,C1423,Hamza Khan,Female,Lahore,Grocery,Tea 475g,Tapal,2,980,5,1862,1640,222,Debit Card,Bilal,3.6
ORD10391,11/12/2025,Johar Town,C1488,Hamza Iqbal,Male,Lahore,Stationery,Pen,Dollar,1,60,20,48,35,13,JazzCash,Bilal,3.8
ORD10392,16/12/2025,Johar Town,C1272,Hassan Malik,Male,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,2,220,5,418,340,78,Debit Card,Zain,3.7
ORD10393,24/02/2025,Gulberg,C1783,Fatima Khan,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,20,10240,10400,-160,Credit Card,Zain,4.2
ORD10394,22/10/2025,DHA,C1408,Hassan Butt,Male,Lahore,Electronics,Keyboard,A4Tech,2,2800,20,4480,4400,80,JazzCash,Hamza,4.2
ORD10395,04/10/2025,Model Town,C1124,Maryam Chaudhry,Female,Lahore,Grocery,Sugar 1kg,Shan,4,180,5,684,600,84,Cash,Ahmed,4.5
ORD10396,14/07/2025,Wapda Town,C1266,Usman Raza,Male,Lahore,Bakery,Bread,Dawn,3,120,10,324,240,84,Credit Card,Umar,4.9
ORD10397,25/06/2025,Johar Town,C1430,Maryam Iqbal,Female,Lahore,Electronics,Mouse,Logitech,4,1800,15,6120,5600,520,Easypaisa,Bilal,4.2
ORD10398,20/10/2025,DHA,C1242,Fatima Sheikh,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,0,180,120,60,Debit Card,Usman,4.7
ORD10399,18/03/2025,Model Town,C1138,Zain Iqbal,Female,Lahore,Home,Detergent 1kg,Surf Excel,2,850,15,1445,1360,85,Credit Card,Bilal,4.3
ORD10400,18/10/2025,Gulberg,C1221,Bilal Chaudhry,Male,Lahore,Grocery,Tea 475g,Tapal,1,980,5,931,820,111,Easypaisa,Zain,3.9
ORD10401,04/07/2025,Gulberg,C1422,Ahmed Iqbal,Male,Lahore,Bakery,Cake,Gourmet,3,900,10,2430,2100,330,JazzCash,Usman,5
ORD10402,26/05/2025,Model Town,C1081,Umar Raza,Female,Lahore,Electronics,Keyboard,A4Tech,5,2800,15,11900,11000,900,Debit Card,Usman,4.5
ORD10403,22/06/2025,Model Town,C1074,Ahmed Butt,Female,Lahore,Home,Shampoo,Sunsilk,5,620,20,2480,2500,-20,Debit Card,Zain,4
ORD10404,30/05/2025,DHA,C1456,Hamza Chaudhry,Female,Lahore,Stationery,Pen,Dollar,5,60,15,255,175,80,Debit Card,Usman,4.8
ORD10405,06/03/2025,Johar Town,C1171,Umar Ahmed,Male,Lahore,Stationery,Notebook,Dollar,3,180,0,540,360,180,Cash,Umar,4.3
ORD10406,14/01/2025,DHA,C1633,Usman Ahmed,Female,Lahore,Home,Shampoo,Sunsilk,1,620,0,620,500,120,Credit Card,Hassan,3.9
ORD10407,26/05/2025,Wapda Town,C1175,Ali Khan,Female,Lahore,Home,Shampoo,Sunsilk,2,620,5,1178,1000,178,Credit Card,Umar,4.2
ORD10408,04/10/2025,Wapda Town,C1182,Sara Chaudhry,Female,Lahore,Electronics,Power Bank,Xiaomi,4,4500,5,17100,14400,2700,JazzCash,Bilal,4.9
ORD10409,04/09/2025,DHA,C1375,Umar Raza,Male,Lahore,Bakery,Bread,Dawn,1,120,15,102,80,22,Credit Card,Ahmed,3.5
ORD10410,11/03/2025,Gulberg,C1705,Ayesha Chaudhry,Female,Lahore,Electronics,Keyboard,A4Tech,4,2800,20,8960,8800,160,Cash,Hamza,4.7
ORD10411,02/11/2025,Johar Town,C1422,Fatima Sheikh,Female,Lahore,Beverages,Pepsi 1.5L,Pepsi,5,220,10,990,850,140,Debit Card,Usman,4.6
ORD10412,27/11/2025,Gulberg,C1433,Zain Malik,Female,Lahore,Home,Soap,Lux,2,180,10,324,260,64,Credit Card,Bilal,4.1
ORD10413,05/02/2025,Model Town,C1633,Ayesha Raza,Female,Lahore,Beverages,Pepsi 1.5L,Pepsi,3,220,0,660,510,150,Debit Card,Zain,3.5
ORD10414,26/01/2025,DHA,C1276,Usman Chaudhry,Male,Lahore,Bakery,Bread,Dawn,2,120,0,240,160,80,Debit Card,Ali,3.7
ORD10415,10/09/2025,Model Town,C1381,Ayesha Khan,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,4,220,10,792,680,112,Cash,Usman,3.6
ORD10416,20/07/2025,DHA,C1391,Ali Ahmed,Male,Lahore,Grocery,Tea 475g,Tapal,2,980,5,1862,1640,222,Easypaisa,Umar,3.9
ORD10417,18/01/2025,Johar Town,C1485,Umar Raza,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,1,220,20,176,170,6,Debit Card,Ahmed,4.6
ORD10418,09/10/2025,DHA,C1204,Hamza Khan,Male,Lahore,Bakery,Bread,Dawn,3,120,15,306,240,66,Cash,Hassan,4.4
ORD10419,16/06/2025,Gulberg,C1406,Hassan Khan,Male,Lahore,Grocery,Cooking Oil 1L,Dalda,3,650,20,1560,1560,0,JazzCash,Umar,4.5
ORD10420,21/03/2025,Model Town,C1094,Zain Iqbal,Male,Lahore,Electronics,Mouse,Logitech,2,1800,5,3420,2800,620,Cash,Zain,4.5
ORD10421,26/12/2025,Johar Town,C1325,Fatima Iqbal,Female,Lahore,Bakery,Bread,Dawn,2,120,15,204,160,44,Debit Card,Ahmed,4.5
ORD10422,03/07/2025,Model Town,C1724,Ayesha Raza,Female,Lahore,Stationery,Notebook,Dollar,3,180,0,540,360,180,Debit Card,Usman,4.3
ORD10423,15/06/2025,Wapda Town,C1165,Ahmed Butt,Female,Lahore,Stationery,Pen,Dollar,3,60,20,144,105,39,Credit Card,Bilal,4.3
ORD10424,21/08/2025,Wapda Town,C1373,Sara Malik,Female,Lahore,Grocery,Tea 475g,Tapal,2,980,0,1960,1640,320,Cash,Hamza,3.8
ORD10425,16/12/2025,DHA,C1331,Umar Iqbal,Male,Lahore,Home,Shampoo,Sunsilk,2,620,20,992,1000,-8,Cash,Ali,3.6
ORD10426,08/03/2025,Model Town,C1197,Ahmed Khan,Female,Lahore,Beverages,Pepsi 1.5L,Pepsi,2,220,0,440,340,100,Easypaisa,Bilal,3.6
ORD10427,24/04/2025,Johar Town,C1672,Ayesha Ahmed,Female,Lahore,Bakery,Cake,Gourmet,1,900,0,900,700,200,Cash,Zain,4.3
ORD10428,01/08/2025,DHA,C1542,Ali Ahmed,Female,Lahore,Electronics,Power Bank,Xiaomi,1,4500,20,3600,3600,0,Cash,Hassan,4.9
ORD10429,19/02/2025,Johar Town,C1198,Fatima Malik,Male,Lahore,Grocery,Cooking Oil 1L,Dalda,5,650,15,2762.5,2600,162.5,JazzCash,Hamza,4.6
ORD10430,23/11/2025,Gulberg,C1171,Usman Sheikh,Female,Lahore,Bakery,Cookies,LU,4,250,15,850,720,130,Debit Card,Umar,4.9
ORD10431,11/06/2025,Model Town,C1744,Hamza Malik,Male,Lahore,Bakery,Cookies,LU,3,250,15,637.5,540,97.5,Easypaisa,Bilal,4
ORD10432,20/08/2025,DHA,C1611,Ali Butt,Female,Lahore,Home,Soap,Lux,1,180,0,180,130,50,Cash,Bilal,5
ORD10433,20/04/2025,Wapda Town,C1570,Sara Butt,Male,Lahore,Electronics,Mouse,Logitech,3,1800,20,4320,4200,120,Cash,Umar,4
ORD10434,12/03/2025,Johar Town,C1263,Bilal Ahmed,Female,Lahore,Electronics,Keyboard,A4Tech,5,2800,5,13300,11000,2300,JazzCash,Hassan,4.6
ORD10435,16/06/2025,Gulberg,C1610,Zain Raza,Male,Lahore,Home,Detergent 1kg,Surf Excel,4,850,20,2720,2720,0,JazzCash,Hamza,3.6
ORD10436,29/01/2025,Gulberg,C1789,Hassan Khan,Female,Lahore,Electronics,Keyboard,A4Tech,4,2800,15,9520,8800,720,Cash,Bilal,4.3
ORD10437,13/06/2025,Wapda Town,C1715,Hassan Butt,Male,Lahore,Bakery,Cake,Gourmet,2,900,10,1620,1400,220,Easypaisa,Umar,4.6
ORD10438,22/10/2025,DHA,C1404,Usman Butt,Female,Lahore,Bakery,Bread,Dawn,2,120,15,204,160,44,Cash,Umar,4.4
ORD10439,26/01/2025,Model Town,C1514,Umar Butt,Male,Lahore,Bakery,Cookies,LU,3,250,0,750,540,210,Easypaisa,Hassan,4.2
ORD10440,30/11/2025,Wapda Town,C1253,Hassan Ahmed,Female,Lahore,Bakery,Bread,Dawn,5,120,20,480,400,80,Easypaisa,Zain,4.5
ORD10441,22/10/2025,DHA,C1357,Hassan Iqbal,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,15,10880,10400,480,JazzCash,Ahmed,4.7
ORD10442,28/03/2025,Johar Town,C1452,Ali Malik,Male,Lahore,Electronics,Power Bank,Xiaomi,4,4500,20,14400,14400,0,Credit Card,Usman,4.6
ORD10443,13/02/2025,Johar Town,C1295,Ali Iqbal,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,2,3200,20,5120,5200,-80,Credit Card,Umar,4.2
ORD10444,19/06/2025,Johar Town,C1560,Fatima Raza,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,5,90,5,427.5,300,127.5,JazzCash,Usman,4.5
ORD10445,09/12/2025,Gulberg,C1262,Usman Khan,Female,Lahore,Grocery,Tea 475g,Tapal,5,980,20,3920,4100,-180,Debit Card,Bilal,3.6
ORD10446,02/12/2025,DHA,C1111,Ali Raza,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,10,11520,10400,1120,Debit Card,Hamza,4.3
ORD10447,30/12/2025,Wapda Town,C1091,Usman Malik,Female,Lahore,Grocery,Sugar 1kg,Shan,4,180,20,576,600,-24,JazzCash,Ahmed,3.6
ORD10448,29/09/2025,Johar Town,C1019,Hamza Iqbal,Female,Lahore,Electronics,Keyboard,A4Tech,4,2800,15,9520,8800,720,Credit Card,Hassan,5
ORD10449,14/09/2025,Gulberg,C1569,Bilal Malik,Male,Lahore,Electronics,Mouse,Logitech,3,1800,15,4590,4200,390,Credit Card,Hamza,4.5
ORD10450,14/02/2025,Johar Town,C1428,Hassan Butt,Female,Lahore,Stationery,Pen,Dollar,5,60,20,240,175,65,Credit Card,Zain,4.2
ORD10451,09/03/2025,Wapda Town,C1701,Hassan Butt,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,20,144,120,24,JazzCash,Usman,4.1
ORD10452,16/03/2025,Gulberg,C1571,Fatima Ahmed,Male,Lahore,Stationery,Marker,Dollar,2,120,10,216,160,56,Credit Card,Usman,4.6
ORD10453,13/06/2025,DHA,C1156,Hassan Ahmed,Male,Lahore,Home,Soap,Lux,3,180,15,459,390,69,Debit Card,Ahmed,4.6
ORD10454,10/11/2025,Wapda Town,C1237,Sara Malik,Male,Lahore,Bakery,Cookies,LU,5,250,20,1000,900,100,Cash,Zain,3.6
ORD10455,02/09/2025,DHA,C1189,Umar Chaudhry,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,5,90,15,382.5,300,82.5,Debit Card,Usman,3.8
ORD10456,17/01/2025,Johar Town,C1761,Zain Malik,Male,Lahore,Home,Detergent 1kg,Surf Excel,3,850,15,2167.5,2040,127.5,Cash,Usman,4.9
ORD10457,13/08/2025,Johar Town,C1438,Umar Khan,Female,Lahore,Bakery,Cookies,LU,3,250,15,637.5,540,97.5,Credit Card,Hamza,4.4
ORD10458,20/10/2025,Wapda Town,C1112,Ayesha Chaudhry,Male,Lahore,Bakery,Cake,Gourmet,5,900,0,4500,3500,1000,Debit Card,Hamza,5
ORD10459,21/01/2025,Johar Town,C1299,Ayesha Sheikh,Female,Lahore,Bakery,Cookies,LU,5,250,0,1250,900,350,Credit Card,Umar,3.7
ORD10460,31/05/2025,Model Town,C1662,Ayesha Ahmed,Male,Lahore,Bakery,Bread,Dawn,5,120,5,570,400,170,Debit Card,Usman,4.1
ORD10461,15/06/2025,Wapda Town,C1730,Hassan Chaudhry,Male,Lahore,Home,Detergent 1kg,Surf Excel,2,850,15,1445,1360,85,Credit Card,Zain,4.5
ORD10462,31/12/2025,Gulberg,C1724,Ayesha Iqbal,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,1,90,0,90,60,30,JazzCash,Hamza,4.6
ORD10463,19/09/2025,Model Town,C1045,Usman Iqbal,Male,Lahore,Bakery,Bread,Dawn,4,120,20,384,320,64,Debit Card,Usman,3.8
ORD10464,31/12/2025,Model Town,C1296,Zain Butt,Male,Lahore,Grocery,Tea 475g,Tapal,3,980,10,2646,2460,186,Debit Card,Hassan,3.5
ORD10465,10/05/2025,Wapda Town,C1006,Sara Chaudhry,Male,Lahore,Grocery,Tea 475g,Tapal,4,980,15,3332,3280,52,Debit Card,Umar,4.2
ORD10466,15/08/2025,DHA,C1635,Zain Malik,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,2,3200,20,5120,5200,-80,Debit Card,Usman,3.6
ORD10467,28/06/2025,Wapda Town,C1306,Hamza Ahmed,Male,Lahore,Grocery,Cooking Oil 1L,Dalda,1,650,20,520,520,0,Cash,Hamza,5
ORD10468,24/03/2025,Wapda Town,C1576,Usman Chaudhry,Female,Lahore,Stationery,Pen,Dollar,5,60,20,240,175,65,Cash,Ali,4.7
ORD10469,15/06/2025,Wapda Town,C1067,Bilal Chaudhry,Male,Lahore,Electronics,Keyboard,A4Tech,1,2800,15,2380,2200,180,Cash,Bilal,4
ORD10470,31/07/2025,Gulberg,C1112,Sara Ahmed,Female,Lahore,Bakery,Bread,Dawn,2,120,20,192,160,32,JazzCash,Bilal,4.1
ORD10471,12/06/2025,DHA,C1133,Sara Chaudhry,Female,Lahore,Electronics,Power Bank,Xiaomi,5,4500,20,18000,18000,0,Easypaisa,Usman,4.8
ORD10472,30/04/2025,Gulberg,C1025,Ayesha Ahmed,Male,Lahore,Stationery,Pen,Dollar,2,60,0,120,70,50,JazzCash,Hamza,4.1
ORD10473,20/06/2025,Johar Town,C1707,Bilal Raza,Male,Lahore,Electronics,Power Bank,Xiaomi,2,4500,0,9000,7200,1800,Credit Card,Bilal,4.3
ORD10474,15/06/2025,Model Town,C1742,Sara Khan,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,3,3200,10,8640,7800,840,Debit Card,Zain,4.8
ORD10475,11/12/2025,Model Town,C1160,Zain Chaudhry,Female,Lahore,Home,Soap,Lux,1,180,5,171,130,41,Easypaisa,Hamza,4.9
ORD10476,29/01/2025,Wapda Town,C1549,Ali Malik,Female,Lahore,Bakery,Cookies,LU,5,250,10,1125,900,225,Credit Card,Ali,5
ORD10477,24/05/2025,Johar Town,C1585,Sara Sheikh,Male,Lahore,Grocery,Sugar 1kg,Shan,4,180,20,576,600,-24,JazzCash,Ali,4.8
ORD10478,07/06/2025,Model Town,C1089,Ayesha Malik,Female,Lahore,Stationery,Pen,Dollar,1,60,10,54,35,19,Easypaisa,Bilal,3.8
ORD10479,04/06/2025,Johar Town,C1095,Ayesha Khan,Female,Lahore,Beverages,Pepsi 1.5L,Pepsi,3,220,0,660,510,150,JazzCash,Usman,3.8
ORD10480,05/09/2025,Johar Town,C1788,Ahmed Butt,Male,Lahore,Stationery,Marker,Dollar,3,120,10,324,240,84,Cash,Umar,4.1
ORD10481,25/09/2025,Wapda Town,C1090,Hamza Chaudhry,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,3,3200,0,9600,7800,1800,Cash,Bilal,3.5
ORD10482,09/06/2025,Johar Town,C1294,Bilal Iqbal,Female,Lahore,Stationery,Notebook,Dollar,3,180,5,513,360,153,Cash,Bilal,3.7
ORD10483,21/05/2025,Wapda Town,C1105,Hassan Iqbal,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,5,3200,20,12800,13000,-200,Credit Card,Usman,4.9
ORD10484,26/05/2025,DHA,C1628,Hamza Chaudhry,Male,Lahore,Bakery,Bread,Dawn,2,120,0,240,160,80,Debit Card,Ahmed,4.2
ORD10485,12/12/2025,Gulberg,C1437,Umar Butt,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,0,12800,10400,2400,JazzCash,Zain,4
ORD10486,12/04/2025,Model Town,C1582,Usman Ahmed,Female,Lahore,Stationery,Marker,Dollar,5,120,0,600,400,200,Cash,Umar,4
ORD10487,26/11/2025,Johar Town,C1148,Sara Raza,Female,Lahore,Stationery,Pen,Dollar,4,60,5,228,140,88,Easypaisa,Usman,4.5
ORD10488,07/12/2025,Gulberg,C1067,Ayesha Ahmed,Female,Lahore,Electronics,Keyboard,A4Tech,4,2800,15,9520,8800,720,Easypaisa,Umar,4.8
ORD10489,25/05/2025,Wapda Town,C1106,Umar Ahmed,Female,Lahore,Electronics,Power Bank,Xiaomi,5,4500,5,21375,18000,3375,JazzCash,Ali,4.7
ORD10490,30/09/2025,Johar Town,C1636,Hassan Butt,Female,Lahore,Home,Soap,Lux,5,180,15,765,650,115,Easypaisa,Ali,4
ORD10491,22/12/2025,DHA,C1558,Maryam Malik,Male,Lahore,Bakery,Cookies,LU,4,250,20,800,720,80,Cash,Umar,3.7
ORD10492,02/11/2025,Model Town,C1181,Bilal Sheikh,Male,Lahore,Home,Soap,Lux,5,180,0,900,650,250,JazzCash,Ali,4.5
ORD10493,02/11/2025,Gulberg,C1223,Usman Khan,Male,Lahore,Home,Soap,Lux,4,180,0,720,520,200,Debit Card,Umar,4.3
ORD10494,19/07/2025,Johar Town,C1698,Hamza Raza,Female,Lahore,Bakery,Cake,Gourmet,4,900,5,3420,2800,620,Easypaisa,Zain,5
ORD10495,26/10/2025,Gulberg,C1379,Fatima Khan,Male,Lahore,Grocery,Tea 475g,Tapal,2,980,10,1764,1640,124,JazzCash,Zain,3.7
ORD10496,25/05/2025,Model Town,C1641,Hamza Sheikh,Female,Lahore,Grocery,Cooking Oil 1L,Dalda,4,650,20,2080,2080,0,Easypaisa,Hamza,4.3
ORD10497,06/12/2025,Wapda Town,C1394,Hamza Sheikh,Male,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,2,220,5,418,340,78,Credit Card,Usman,3.7
ORD10498,06/02/2025,Model Town,C1140,Ahmed Butt,Female,Lahore,Stationery,Notebook,Dollar,2,180,15,306,240,66,Easypaisa,Hamza,4.4
ORD10499,21/08/2025,Model Town,C1364,Hassan Butt,Female,Lahore,Bakery,Cookies,LU,5,250,15,1062.5,900,162.5,JazzCash,Ahmed,4.4
ORD10500,02/05/2025,Wapda Town,C1591,Hamza Khan,Male,Lahore,Stationery,Marker,Dollar,3,120,15,306,240,66,JazzCash,Umar,4.6
ORD10501,27/02/2025,Wapda Town,C1769,Bilal Chaudhry,Male,Lahore,Bakery,Cookies,LU,1,250,5,237.5,180,57.5,JazzCash,Ali,3.9
ORD10502,19/11/2025,Wapda Town,C1320,Sara Khan,Female,Lahore,Stationery,Marker,Dollar,1,120,20,96,80,16,JazzCash,Ahmed,4.2
ORD10503,20/09/2025,DHA,C1302,Bilal Butt,Male,Lahore,Home,Shampoo,Sunsilk,3,620,15,1581,1500,81,JazzCash,Bilal,4.6
ORD10504,16/10/2025,Johar Town,C1587,Ali Raza,Male,Lahore,Electronics,Mouse,Logitech,4,1800,20,5760,5600,160,Credit Card,Umar,3.6
ORD10505,16/09/2025,Wapda Town,C1288,Bilal Raza,Male,Lahore,Grocery,Sugar 1kg,Shan,3,180,5,513,450,63,Cash,Usman,4.9
ORD10506,19/03/2025,DHA,C1718,Hassan Chaudhry,Male,Lahore,Stationery,Pen,Dollar,3,60,5,171,105,66,JazzCash,Ahmed,4
ORD10507,13/02/2025,Model Town,C1789,Umar Malik,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,2,90,15,153,120,33,Debit Card,Hassan,4.4
ORD10508,26/06/2025,Johar Town,C1476,Umar Chaudhry,Female,Lahore,Grocery,Sugar 1kg,Shan,1,180,0,180,150,30,Easypaisa,Hassan,4.1
ORD10509,28/12/2025,Wapda Town,C1446,Ali Raza,Female,Lahore,Home,Soap,Lux,3,180,5,513,390,123,Easypaisa,Zain,4.9
ORD10510,16/12/2025,Model Town,C1626,Zain Raza,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,5,3200,10,14400,13000,1400,Credit Card,Bilal,4.7
ORD10511,11/05/2025,Johar Town,C1752,Zain Malik,Female,Lahore,Stationery,Marker,Dollar,4,120,15,408,320,88,Debit Card,Zain,4.3
ORD10512,11/12/2025,Gulberg,C1538,Ahmed Chaudhry,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,1,3200,15,2720,2600,120,Debit Card,Bilal,3.9
ORD10513,18/01/2025,Johar Town,C1614,Zain Ahmed,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,1,3200,20,2560,2600,-40,Cash,Usman,4.1
ORD10514,28/11/2025,DHA,C1302,Ayesha Ahmed,Female,Lahore,Bakery,Bread,Dawn,1,120,5,114,80,34,Credit Card,Hamza,4.5
ORD10515,08/12/2025,DHA,C1796,Ali Sheikh,Female,Lahore,Electronics,Keyboard,A4Tech,2,2800,0,5600,4400,1200,Credit Card,Ahmed,3.9
ORD10516,16/05/2025,Johar Town,C1625,Umar Butt,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,1,220,15,187,170,17,Cash,Usman,4.3
ORD10517,09/08/2025,DHA,C1106,Ali Ahmed,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,1,90,15,76.5,60,16.5,JazzCash,Bilal,4.7
ORD10518,10/01/2025,Model Town,C1273,Usman Iqbal,Female,Lahore,Home,Detergent 1kg,Surf Excel,1,850,0,850,680,170,JazzCash,Ahmed,4.3
ORD10519,09/09/2025,Wapda Town,C1232,Ali Sheikh,Female,Lahore,Home,Soap,Lux,4,180,0,720,520,200,Cash,Zain,4
ORD10520,05/06/2025,Wapda Town,C1349,Ahmed Chaudhry,Female,Lahore,Home,Detergent 1kg,Surf Excel,1,850,10,765,680,85,Debit Card,Usman,4.3
ORD10521,16/07/2025,Gulberg,C1646,Maryam Iqbal,Female,Lahore,Stationery,Notebook,Dollar,3,180,15,459,360,99,Cash,Umar,4.6
ORD10522,13/03/2025,Johar Town,C1501,Umar Ahmed,Female,Lahore,Grocery,Cooking Oil 1L,Dalda,1,650,20,520,520,0,Easypaisa,Umar,4.9
ORD10523,09/01/2025,Gulberg,C1416,Ahmed Malik,Female,Lahore,Grocery,Sugar 1kg,Shan,1,180,10,162,150,12,JazzCash,Usman,4.6
ORD10524,30/04/2025,Gulberg,C1483,Sara Khan,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,2,3200,15,5440,5200,240,Debit Card,Ahmed,3.8
ORD10525,26/01/2025,Johar Town,C1606,Ahmed Ahmed,Male,Lahore,Electronics,Mouse,Logitech,4,1800,20,5760,5600,160,Easypaisa,Hassan,3.6
ORD10526,14/04/2025,Gulberg,C1701,Sara Butt,Female,Lahore,Home,Soap,Lux,4,180,10,648,520,128,Debit Card,Ahmed,4.4
ORD10527,21/06/2025,Model Town,C1173,Maryam Iqbal,Male,Lahore,Grocery,Basmati Rice 5kg,Guard,3,3200,5,9120,7800,1320,Easypaisa,Hassan,4.9
ORD10528,21/01/2025,Johar Town,C1017,Ayesha Ahmed,Male,Lahore,Beverages,Pepsi 1.5L,Pepsi,5,220,15,935,850,85,Cash,Usman,4.9
ORD10529,28/12/2025,Model Town,C1709,Usman Malik,Male,Lahore,Stationery,Marker,Dollar,3,120,15,306,240,66,Credit Card,Umar,4.1
ORD10530,31/03/2025,Johar Town,C1735,Ayesha Ahmed,Female,Lahore,Bakery,Cake,Gourmet,1,900,20,720,700,20,Credit Card,Hamza,3.5
ORD10531,01/05/2025,Wapda Town,C1371,Fatima Malik,Female,Lahore,Beverages,Pepsi 1.5L,Pepsi,5,220,0,1100,850,250,Debit Card,Bilal,3.6
ORD10532,27/02/2025,Johar Town,C1164,Zain Khan,Male,Lahore,Beverages,Nestle Water 1.5L,Nestle,4,90,15,306,240,66,Credit Card,Bilal,3.8
ORD10533,09/05/2025,Gulberg,C1759,Ali Butt,Male,Lahore,Electronics,Power Bank,Xiaomi,4,4500,0,18000,14400,3600,Cash,Umar,4.3
ORD10534,06/02/2025,Wapda Town,C1334,Umar Malik,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,4,90,20,288,240,48,Debit Card,Ali,4
ORD10535,20/02/2025,Model Town,C1226,Ahmed Chaudhry,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,4,90,5,342,240,102,Cash,Hamza,3.7
ORD10536,09/11/2025,Johar Town,C1469,Maryam Malik,Female,Lahore,Home,Detergent 1kg,Surf Excel,4,850,10,3060,2720,340,Credit Card,Hassan,4
ORD10537,17/01/2025,Johar Town,C1114,Ayesha Chaudhry,Female,Lahore,Stationery,Marker,Dollar,1,120,10,108,80,28,Debit Card,Zain,3.8
ORD10538,01/06/2025,Wapda Town,C1567,Hassan Ahmed,Female,Lahore,Bakery,Bread,Dawn,5,120,5,570,400,170,JazzCash,Umar,4.8
ORD10539,21/04/2025,Gulberg,C1748,Umar Malik,Male,Lahore,Bakery,Cookies,LU,4,250,10,900,720,180,Credit Card,Hamza,4.4
ORD10540,30/10/2025,Gulberg,C1042,Ayesha Khan,Female,Lahore,Beverages,Nestle Water 1.5L,Nestle,1,90,15,76.5,60,16.5,JazzCash,Hamza,4.2
ORD10541,23/12/2025,Gulberg,C1572,Ali Sheikh,Male,Lahore,Grocery,Tea 475g,Tapal,4,980,5,3724,3280,444,Debit Card,Zain,3.9
ORD10542,28/11/2025,Johar Town,C1721,Ayesha Khan,Female,Lahore,Grocery,Basmati Rice 5kg,Guard,4,3200,10,11520,10400,1120,Easypaisa,Usman,4.8
ORD10543,27/07/2025,Gulberg,C1395,Maryam Iqbal,Male,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,4,220,0,880,680,200,Credit Card,Hamza,4.6
ORD10544,24/12/2025,Gulberg,C1636,Hamza Khan,Female,Lahore,Bakery,Cake,Gourmet,5,900,5,4275,3500,775,Cash,Ali,4.1
ORD10545,27/08/2025,Johar Town,C1664,Fatima Ahmed,Male,Lahore,Bakery,Bread,Dawn,3,120,10,324,240,84,Debit Card,Zain,3.9
ORD10546,28/02/2025,Johar Town,C1329,Hamza Raza,Female,Lahore,Stationery,Pen,Dollar,5,60,5,285,175,110,Credit Card,Ahmed,3.6
ORD10547,26/06/2025,Gulberg,C1482,Maryam Raza,Female,Lahore,Home,Soap,Lux,5,180,20,720,650,70,JazzCash,Zain,4.7
ORD10548,21/12/2025,Gulberg,C1401,Usman Raza,Male,Lahore,Grocery,Cooking Oil 1L,Dalda,4,650,0,2600,2080,520,Cash,Usman,3.9
ORD10549,23/12/2025,Wapda Town,C1643,Ali Raza,Female,Lahore,Beverages,Coca Cola 1.5L,Coca-Cola,2,220,5,418,340,78,JazzCash,Usman,4.2
ORD10550,04/08/2025,Johar Town,C1065,Ali Malik,Female,Lahore,Home,Shampoo,Sunsilk,1,620,10,558,500,58,Easypaisa,Zain,4.5
ORD10551,17/06/2025,Model Town,C1469,Bilal Butt,Female,Lahore,Home,Shampoo,Sunsilk,5,620,20,2480,2500,-20,Debit Card,Bilal,3.8
ORD10552,10/07/2025,DHA,C1467,Usman Butt,Female,Lahore,Electronics,Mouse,Logitech,2,1800,10,3240,2800,440,Debit Card,Usman,4.8
ORD10553,21/12/2025,Gulberg,C1043,Hamza Butt,Female,Lahore,Stationery,Notebook,Dollar,2,180,5,342,240,102,Credit Card,Zain,3.8
